,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,check1,check2,check3,check4,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,gender,age,hispanic,ethinicity,social class,income,occupation,ideology,affiliation,Q275,Q276,Q277,Q278,Q279,Q280,mTurkCode,idid,ResponseID,dscore,Default
43,11/17/22 12:26,11/17/22 12:29,0,100,168,1,11/17/22 12:29,R_YVpJR54BgYfCo9P,anonymous,EN,0.0,0.0,15.029,0,1,2,1,"1,2",,,,,,,,,,,,,,,"20C464,13X257,22C34,19C48,14X79,16X225,17C88,15C81,13X72,15C73,18C56,18C88,16X104,19C74,20C103,22C95,14X96,17C105,21C97,21C83,END","5X336,4X105,12C79,10X112,10C304,2C48,1C72,3C105,7C96,9C64,1C128,4X120,11C64,8C144,6C119,12X409,8X560,3X464,11X120,6C87,END","12C200,21C72,4X96,16X136,5X89,14X120,6X96,13X90,10X832,15X280,9C88,22C72,3X151,20C94,1X136,19C103,11C113,18X153,8C105,17C31,END","5X343,15X111,10C48,18C112,9C103,21C96,1X327,20X145,2C56,13X113,10C72,17X144,6X144,19C80,11C120,14X176,2X144,14X392,11C95,22C159,8C185,16C193,5X359,13C73,6C144,17C159,12C159,22C136,3X152,15X143,4X165,21C127,8C127,19C159,7C119,20C128,12X111,16C55,1C105,18C127,END","18X328,18X160,19X127,19X127,16C119,13C143,18X232,20X216,18C7,16X137,15C135,16X144,13C192,22C144,20C103,13C191,22X359,21X199,21X167,13C111,15X119,17C119,17X176,22C120,22X118,21X126,14C111,19X39,17X111,20C135,15C95,14C118,21C6,16C71,17X151,15C120,20C15,19X151,14C6,14X103,END","5X296,17C7,11X114,19C102,9C167,21C102,3C159,14X151,10C167,20C191,4X143,16C158,12C136,22C46,2X664,18X326,7C15,15C104,1X750,13C310,END","3X305,18X160,8X166,18C167,8X184,19X167,4C134,17C8,5C207,15X79,7X142,17C126,2X135,13C119,12C151,14C46,6C32,16C79,1C201,21C174,1C119,15X158,10X126,22C126,11X158,21C86,5X569,22X167,4C127,19X174,6X158,13C160,9C174,20X3167,9X119,20C94,10C126,14X158,7C134,16C134,END",,,,,,,,Male,35,0,1.0,2,"60,000 - 69,999",healthcare,Liberal,Democratic,1.0,,2,,2,,7834767,44,R_YVpJR54BgYfCo9P,,0
44,11/17/22 12:23,11/17/22 12:29,0,100,383,1,11/17/22 12:29,R_2P85wko6JBZMsYh,anonymous,EN,0.0,0.0,13.042,0,1,2,1,"1,2","16X4762,18C1046,16C799,19C801,20C639,13C776,18C723,17C650,17C532,20C682,14C716,21C672,14C645,21C701,15C801,22C734,19C840,22C673,13C663,15C1016,END","2C1659,8C781,1C694,5C1052,10C898,4C1088,12C805,8C1295,9C708,10C788,3X1524,5C1274,4C965,6C854,7C1363,11C851,12C730,7C873,6C1032,1C761,END","7C5274,15C870,3C1853,20C960,1C1491,13C887,2C726,19C724,11C691,17C742,5C1335,14C716,10C908,21C761,4C1586,16C648,9C882,18C862,8C1298,22C569,END","1C1252,16C666,8C878,17C773,12C1032,21C744,10C1313,20C607,1C902,22C662,5C1104,22C788,6C919,14C571,11C974,13C670,2C1282,15C687,4C1016,14C702,8C960,19C746,7C2007,16C705,11C2094,21C584,4C1519,20C829,5C1209,17C838,3X1791,19C1169,6C1422,13C650,9C880,18C739,7C1271,15C909,10C1217,18C761,END","13C848,14C669,18C802,21C929,21C529,19C591,20C766,14C845,18C647,13C671,17X1034,20C908,15C1128,19C744,16C1042,22C733,22C719,21C917,15C878,17C683,13C564,15C767,20C1035,22X1332,21C716,19C672,18C800,22C665,14C683,19C901,17C729,16C574,16C509,14C649,15C815,17C788,16C651,18C974,20C1345,13C787,END","1C1216,17C735,3C2026,14C850,8C838,16C632,10C839,13C601,2C895,15C751,7X2046,19C1089,4C1575,22C821,6C939,18C826,12C1599,20C906,9C1240,21C850,END","4C1464,20C652,10C1322,14C510,4C1176,20C534,1C1333,21C791,8C1129,13C597,5C1475,19C566,3C2238,14C752,3C1497,15X1389,10C2173,16C551,5C1755,22C630,7C1954,22C1002,12C2189,16C524,9C1215,13C597,2C1023,18C451,9X1749,17C589,6C1321,15C807,2C1303,21C638,12C1253,18X971,11X1983,19C1008,7C1408,17C516,END",,,,,,,,,,,,,,,,,,,,,,Male,45,0,2.0,3,"60,000 - 69,999",maintenance technician,Conservative,Democratic,1.0,,2,,2,,78619240,45,R_2P85wko6JBZMsYh,0.060530807,1
45,11/17/22 12:24,11/17/22 12:29,0,100,291,1,11/17/22 12:29,R_2PAwN4AdOermoiT,anonymous,EN,0.0,0.0,151.032,0,1,2,1,"1,2","18X371,15X39,21C12,20C21,22C28,16X22,13X23,20C17,21C11,17X605,14X32,13X34,16X17,15C20,22C35,14X47,19C56,17X32,19C23,18C29,END","4C459,9C28,3X24,11X52,8C34,7C35,8X41,9C35,11C47,10C52,3X42,6X31,12C43,2X80,1X49,4X44,2X62,10C67,1X85,5C113,END","5X191,22X67,12C51,17X65,6X54,21C63,8X73,13X94,9C43,14X68,1C67,15X42,7C50,18C65,10C62,19C59,4X69,20C52,2X1582,16X26,END","6C246,16X132,11C61,19C44,10C54,17X75,12C60,19C61,1X70,20C74,8C77,18C99,12C89,15X110,5X121,14X153,4X85,16X93,3X60,13X136,8C67,14X44,3X207,15C17,5C53,13C29,7C100,22X84,10X64,21X57,1X52,17X29,9C38,22C89,2X76,20C11,6X85,18C67,11X29,21C77,END","16C191,15C51,21X59,14C75,19X53,21X53,18C76,22X118,13C531,17C126,20C92,18X141,17C59,18C484,14C143,22X84,17C672,19X79,17C51,21C112,19X78,18C113,16C103,13X235,15C101,19X107,22X172,16C252,13C20,22X546,20X687,20X428,14C68,13C75,20X212,16C100,21X95,14C115,15C364,15C126,END","10X192,13C61,12C30,17C49,9X2882,22X66,2X72,15C2,4X53,19X45,6X44,20X45,8C46,16C35,5X52,14C31,1X43,21X366,11C37,18X85,END","11X304,21X61,2X71,17C74,12C93,14C102,5X119,13C182,10C388,15C92,7X532,16C78,4C100,16C36,1C38,15C115,10C98,17C110,11C94,19X100,12C75,20X276,4X102,19X93,8C71,18X74,9C85,22X73,6X72,22X85,1X83,20X123,8X85,13C96,3X113,18X101,5X102,21X84,2X91,14C109,END",,,,,,,,,,,,,,,,,,,,,,Female,46,0,1.0,4,"50,000 - 59,999",manager,Liberal,Democratic,1.0,,2,,2,,76950310,46,R_2PAwN4AdOermoiT,,0
46,11/17/22 12:27,11/17/22 12:29,0,100,143,1,11/17/22 12:29,R_XYVrOTSQKUuMklX,anonymous,EN,0.0,0.0,11.383,0,1,2,1,"1,2","16C192,22C13,16C60,21X100,13C77,21C188,17C115,18X60,15C117,17C84,20C68,14X156,18X157,13X108,20C110,19X211,22X253,15C172,14X134,19C148,END","5C670,10C78,9C35,4C69,1C84,4X117,1C93,3C28,2X236,12C84,6X60,11X245,8C20,7C13,2C172,12C92,8X275,9C6,3X132,11X92,END","9X200,18C53,4C108,14C13,11X221,22X253,2C140,16X157,5C28,19X190,7X224,15X153,12X180,21X293,3C45,20X174,8X428,17X143,1C83,13X78,END","1C151,14C84,4X228,19C13,9C12,20C45,8C12,13X126,3C85,16X102,9C4,15X21,7X181,17C109,5C77,22X221,3C37,22X229,1X125,18X142,11C35,21C29,6X204,20C101,7C28,13X117,12X229,19C5,5X38,15C28,2C21,14X141,4C69,17C92,10C60,21X220,12X155,18X204,11C12,16C115,END","21C167,13X141,15X254,15C21,19X28,21C76,20C94,18C76,17C157,16X61,22X77,22C5,19C77,16X157,17C5,22C69,20C115,16X189,13X221,20C68,18C52,15X125,14X180,14X219,18C47,18C116,22X132,13X229,17X205,16X212,19C20,15X228,14X269,20C141,14C35,19X60,21C101,21C13,17C70,13C142,END","7X256,20C20,4C14,17C44,6C78,14X75,9C212,16X196,11C3,22C102,1X29,13X189,8X172,21X132,3C76,15X117,2C75,19C94,12C77,18C43,END","5C216,16X188,4X123,22C117,8C132,20X173,10X195,13X77,7C62,19C38,7X51,16C3,6X133,21C133,4X86,15X237,9X213,21X172,11X77,18C62,1C108,17C44,6C86,15X163,11X141,20C61,12X221,18X125,9C57,14C63,5X156,17X214,3X148,13X229,10C29,22X348,2C84,14X118,1C62,19C76,END",,,,,,,,,,,,,,,,,,,,,,Male,35,0,1.0,1,"60,000 - 69,999",HEALTHCARE,Liberal,Democratic,1.0,,2,,2,,50696574,47,R_XYVrOTSQKUuMklX,,0
48,11/17/22 12:23,11/17/22 12:29,0,100,386,1,11/17/22 12:29,R_2easBnTdmOF9F37,anonymous,EN,0.0,0.0,137.297,0,1,2,1,"1,2","19C1629,14C169,16C151,21X1152,17X341,22X178,20X397,21C207,18C11,19X204,15C161,17C196,13C194,18X38,22C3,15X37,16C4,20C4,14C200,13X194,END","6C509,6C196,2C172,7C189,8C197,12C195,5C201,11X223,9X517,7C36,1C280,4C49,1X37,3C37,8X371,5C53,4C88,12X145,10X1095,10X147,END","4X1797,14C93,7C85,17C101,8X215,20C113,5C132,15X2562,2C297,18C192,10X260,21C150,12C261,13X210,9C211,16C213,6X214,22C169,1X254,19X181,END","3X1989,18C112,5X113,13C85,7C119,20X117,7X164,22X559,6X239,14C252,9X211,17X675,9X232,15X193,8X728,18X244,11X197,16C184,4X210,21C200,10C234,13C296,4C238,19C344,8X954,20C269,1X374,15C232,12C314,19C325,2X197,14X267,6X143,17X307,1C225,16C264,5C326,22C233,11X273,21C177,END","20X2234,19X206,19X922,15X458,18C333,13C437,18X419,14X276,21X484,13X613,14X1332,16C531,14X500,18X372,21X510,19C448,22X706,17C325,16X1006,17X378,18X593,17X405,14X805,22C533,22C469,21C401,13X628,16C437,22X451,17C228,15C246,16X260,15X180,20C118,19C178,20C214,20C127,15X1188,13C201,21C79,END","8C2610,14C112,2X932,19X85,4C53,22C37,3X421,15C22,7C56,21X102,6X46,17C3,11C84,16C92,5X447,20X35,12C51,18X160,10C22,13C141,END","9C1727,18X7490,3X2581,15X483,10C35,14X52,6C46,15C77,7X171,13C59,4X1735,20C64,2C151,21C98,8X276,13C101,11C102,16C69,4X201,16X206,12C37,19X308,1C150,20C94,3C101,19C100,11X244,18X305,8X310,22C329,5C226,17C19,10X276,17X755,2C37,21X291,5X292,14C37,9C165,22C106,END",,,,,,,,,,,,,,,,,,,,,,Male,35,0,1.0,2,"70,000 - 79,999",healthcare,Liberal,Democratic,1.0,,2,,2,,27004769,49,R_2easBnTdmOF9F37,,0
51,11/17/22 12:26,11/17/22 12:30,0,100,194,1,11/17/22 12:30,R_2f2vUEpV444tfG8,anonymous,EN,10.561,10.561,11.739,1,1,2,1,"1,2","22X861,15C13,15X115,21C81,18X133,13C28,16X125,17X118,14X125,22C70,19X112,19X142,17C43,18C54,21X115,13C60,20C40,14C89,16X173,20C126,END","11C1608,6X98,7C57,2C69,3X149,9C50,7X148,5C95,9C44,10X163,12C159,8C192,4X215,4X212,11C119,1X93,10X155,1X83,5C23,6X255,END","6X1401,19C60,5C35,18C52,8X132,20X150,2C43,13X157,3X131,16X140,9C53,15C36,12C35,17C45,11C93,21C108,10X155,14C48,1X140,22C53,END","9C608,20X147,2X193,19C84,3C7,14X157,6X158,15X172,7C61,20X148,8X166,22X133,11X176,17C20,1X123,13X101,4X67,16C110,8X172,14X212,6X213,18C128,5X197,21C133,12X222,22C6,10X188,18X185,12X193,19X194,1X236,13X158,11C66,21X13,10C76,17C19,3X184,16X202,5X178,15X191,END","13C854,14X210,14X198,16X205,22C52,20X245,21C18,19C44,16C180,14X189,19C36,21X221,20X190,18X204,19X213,15C123,18C37,17C111,16X181,17X250,13X219,17X228,20C65,22X186,14C118,16X228,18C60,13C103,21C59,22X197,21X179,19X194,13X165,22C36,15C114,18C69,17C123,20C61,15C117,15X204,END","6C1510,19X121,3X81,15C51,5X62,14C74,12C77,17C93,8C89,16C91,11C6452,20X202,7C46,13X132,2C24,18X136,9C20,22C47,1X123,21X114,END","8C1380,13X145,7X143,21C67,4X172,20X138,2X155,15C39,5C85,16X222,3X86,21C12,1C2,22X197,11C77,13X151,4C100,14C53,2C120,16C52,7X199,18C128,12X276,17X157,6X158,22X261,10X222,18X159,1X220,17C129,8X196,19C71,3X244,15C58,10X275,14X248,9X176,20X143,11C101,19C256,END",,,,,,,,,,,,,,,,,,,,,,Female,37,0,1.0,2,"50,000 - 59,999",Manager,Liberal,Democratic,1.0,,2,,2,,66073204,52,R_2f2vUEpV444tfG8,,0
53,11/17/22 12:25,11/17/22 12:30,0,100,308,1,11/17/22 12:30,R_yDv55q3tGGD1tER,anonymous,EN,0.0,0.0,153.702,0,1,2,1,"1,2",,,,,,,,,,,,,,,,,,,,,,"13X623,13X212,22C19,15C67,21C68,20X181,20X152,16C61,19X84,17C60,14C53,15X150,21C21,14C84,18C51,19X163,17C68,18C51,16C67,22C37,END","11C160,6C35,4X195,12C83,10X195,7X165,3C45,8C85,8X180,2C37,12C100,4C51,5X179,11C115,9C147,2C4,1X165,7C157,1C132,6C116,END","2C223,1X260,18C131,9X195,16X180,11X179,19C51,12X131,14C131,6C197,15C20,8C4,21X213,7X100,17C148,4C19,22X132,3C4,13C179,END","3X208,21C196,9X290,16X372,11C197,22X211,1X228,20C85,2X195,16C99,1C35,19X181,2X165,17C48,4C163,17X35,12C36,22C132,6C5,14C52,11C179,19X263,12C160,13X212,10X244,18C69,4X211,20X243,7C115,15C5,7X197,18C36,6X212,21X162,8C148,14X164,9X172,13C69,5X21,15X381,END","15C783,15X196,16X164,21X259,13X51,18C132,19X338,17X68,21C132,14C52,19X164,18C2,15C52,22X180,21C4,14C35,19X180,20C5,17X20,16C4,13X228,13C2,18C164,22X210,13C35,18C164,19C4,22X244,14X52,20C164,16C19,17C2,14C3,16X196,20C164,22X194,17X83,21C164,15C34,20C164,END","9C206,13C36,5X228,19X179,1X67,18X195,4C67,17X195,3C3,20C195,8C5,16C35,6X228,21C67,7C67,22C36,11X211,14X115,12C147,15C85,END","4X207,13C19,8C147,14C37,3X275,22C131,2C3,21X210,6X147,16C115,12C116,14C163,9X180,15C51,9C115,18X242,12C2,18X563,4X195,20C132,11X179,16C19,6X131,21C131,2C131,17X147,7C115,20X179,11X179,19X179,10X163,19X164,5C20,15X147,7C99,22X180,1C35,17X163,5X195,13X180,END",Female,42,0,1.0,3,"70,000 - 79,999",manager,Liberal,Democratic,1.0,,2,,2,,31825770,54,R_yDv55q3tGGD1tER,,0
54,11/17/22 12:25,11/17/22 12:30,0,100,313,1,11/17/22 12:30,R_28CXfiRXHFwbBWl,anonymous,EN,0.0,0.0,176.838,0,1,2,1,"1,2",,,,,,,,,,,,,,,"14X516,22X115,18X190,22X179,13C147,16C28,17C13,17C15,20X20,21C5,15X207,18X33,19X246,16C235,21X243,19C2,14C3,15X298,20X125,13X104,END","2C282,7X62,10C14,4C5,4C67,1C254,1C5,3C149,6C206,7X217,10X12,9X221,11X229,5X227,2C12,8X24,6C227,12X194,12X236,8C195,END","3C270,15X175,10X207,14X198,1X212,17X196,9X150,22X189,5X227,21X181,11C243,20X205,12X220,13C213,4C205,18X13,8X2,19C212,6C5,16C221,END","1C260,16X247,3C218,20X245,11C18,21X214,1C225,19X262,8X234,22C8,9C3,18X18,2C24,22X45,4C28,18C65,2C69,15C14,11X81,17C18,5C42,14C46,9X104,19X72,5C4,14C3,10X147,13C54,12X66,16C21,7X68,17X271,12X67,15C9,3C24,13X51,6C188,21X4,8X28,20X35,END","14X268,18C234,18C0,14C23,18X261,13C4,17X222,22C12,15X195,17X247,22X241,16X109,16C6,20X193,20C78,19X292,15X87,19C22,19C9,17C26,13X16,21C9,22X258,21C2,20X254,19C11,16C38,21X243,20C50,15X22,22C36,18C243,13X24,14X13,21X269,14X33,15C30,16X230,17X4,13X16,END","9X270,17X215,10X266,15C12,8C14,20X209,5C19,14X143,3X245,16X105,1X277,13X99,11X33,19X256,2X180,21C183,4X296,22C8,12C47,18X196,END","8C210,18C9,8X4,19C14,9X2,16X11,3C8,18X58,4C18,17X23,5C26,16X95,1C23,22C19,11X56,20C1,7X119,21C4,12X42,21C49,10X52,15X51,1X262,19X26,6C6,22X268,11X91,20X180,6X182,13X275,2X28,15X239,2X26,17X240,7X37,13C43,12X62,14X51,4C12,14C15,END",,,,,,,,Female,36,0,1.0,1,"70,000 - 79,999",healthcare,Liberal,Democratic,1.0,no,1,no,1,none,72036449,55,R_28CXfiRXHFwbBWl,,0
55,11/17/22 12:25,11/17/22 12:30,0,100,328,1,11/17/22 12:30,R_tGTUd8LRusfGQmZ,anonymous,EN,0.0,0.0,12.302,0,1,2,1,"1,2",,,,,,,,,,,,,,,"14C1076,21C936,19C779,14C835,15C840,22C782,15C806,13C859,18C760,18C714,13C793,17C817,19C766,21C772,20C754,22C716,16C728,17C695,20C877,16C686,END","7C1389,6C751,6C709,10C669,5C1225,3C868,1C694,11C1017,3X986,4C945,4C763,12C859,10C770,8C1011,1C751,9C1130,9C664,2C815,11C844,7C693,END","10C1260,16C886,7C837,22C758,9C728,20C802,6C756,17C690,4C872,19C736,8C877,14C803,2C829,13C741,3C1303,21C826,1C731,15C718,11C838,18C804,END","5C1270,20C754,7C908,21C755,12C738,14C844,10C831,22C733,12C751,13C829,11C1196,19C755,1C795,15C775,1C1104,18C711,11C774,14C771,3C1026,20C799,7C1207,16C838,2C1088,17C847,6C780,15C849,9C1321,18C668,5C747,21C627,4C715,16C564,9C621,22C548,8C584,17C631,4C666,19C597,6C740,13C781,END","22C1709,16C687,15C750,14C936,16C626,18C1274,21C700,21C659,20C765,22C680,19C602,13X943,19C742,13C675,17C841,19C741,18C804,22C775,15C761,22C690,17C768,16C717,17C756,21C774,14C1081,13C837,18C715,20C729,20C637,14C816,15C961,16C737,15C742,20C769,19C701,18C747,21C867,14C761,17C666,13C757,END","6C2178,22C459,9C852,19C1028,1C704,16C854,4C784,21C691,12X1305,18C970,5C672,13C748,7C759,14C678,8C1423,15C796,11C784,17C759,3X1491,20C715,END","12C1308,15C709,2C875,16C822,12X1395,20C906,6C1098,14C710,9C638,17C701,9C705,22C804,5C716,21C661,3C1159,14C649,7C807,18X1222,6C1052,18C653,1C690,17C775,11C1404,16C703,7C1447,15C875,4C887,13C731,8C1533,21C881,10C1135,22C761,3C1198,13C721,4C793,20C732,11C1123,19C824,5X1315,19C762,END",,,,,,,,Male,38,Yes,,1,"30,000 - 39,999",nursing assistant,conservative,Democratic,1.0,,2,,2,,75750608,56,R_tGTUd8LRusfGQmZ,0.386661389,1
57,11/17/22 12:21,11/17/22 12:31,0,100,567,1,11/17/22 12:31,R_2fyhWr5sbUde5Gx,anonymous,EN,0.0,0.0,73.225,0,1,2,1,"1,2","19C2202,17X145,18X180,14C94,22X238,22X165,21X167,21X138,15C20,13C37,19X195,14C131,20C16,16C2,17C51,18C21,20X157,13C87,16X108,15C97,END","6C746,8C19,12X139,8X198,2C91,12C70,5C18,9X148,9X231,10X185,11X174,1C68,1X139,6X124,11X171,3C87,4X156,5X112,7C76,4C124,END","8C680,22X113,2X128,16C45,11C2,21X162,4C19,20X112,6C65,13X68,7X187,17C127,1X90,14C101,10C24,15C35,5X153,18X157,12X192,19X150,END","12C185,17X53,10X89,16C19,3X98,22X136,4C67,16X100,7X186,19X228,12X170,18X205,11X221,13C102,2X143,20X202,3C128,15X216,4X179,22C189,8C5,19X187,7X274,13X150,1X172,20X167,11X222,21X189,6X89,14X125,1C123,18C38,10X180,15C160,5X164,21C133,6C98,14X78,9X159,17X155,END","19X157,21C50,21X93,14X228,20C138,15C60,13X38,18X61,21X66,20C60,16X118,17C45,13X157,21C38,20X65,16C86,14X123,14X150,15X182,13X185,17X140,22C168,16X195,18C132,20C117,13C29,18C156,17X189,15X193,14X187,19C29,22C90,17X155,19C5,15C102,19C103,22C136,22C118,16X177,18C27,END","11X204,20C48,10X83,14X132,1C21,22C84,5C116,16C62,6X182,21C107,8C13,17X181,9X176,18C62,4X71,15X113,2C59,19X102,7C80,13X106,END","10C143,20C40,7C45,22C79,10C34,14X149,3C104,17C17,6C88,22C102,2X95,21X79,9X167,21X162,1C85,20X104,12X82,13X159,8X162,15X153,2C148,14X178,4C30,18C95,5C121,19X133,3X149,13C77,8X198,16X165,6C74,18X263,5C11,19X107,11X228,15X175,7X145,16X210,9X196,17X186,END",,,,,,,,,,,,,,,,,,,,,,Female,36,0,1.0,1,"50,000 - 59,999",SUPERVISOR,Liberal,Democratic,1.0,,2,,2,,23110519,58,R_2fyhWr5sbUde5Gx,,0
60,11/17/22 12:26,11/17/22 12:32,0,100,318,1,11/17/22 12:32,R_2ZQUWmEYMDCmEFM,anonymous,EN,0.0,0.0,165.181,0,1,2,1,"1,2",,,,,,,,"22X293,15C74,21X82,17C47,22C167,15X148,16X436,20X276,13X72,20X100,14C67,17C84,16C113,18X142,19X131,21X134,18X98,14C101,13C87,19X190,END","9C188,2C20,7X107,3X103,5C98,10C197,5X236,7C86,4X161,11C60,1X150,9X240,3C75,2C106,12X144,8X682,10C85,1X154,8C155,6C98,END","4X316,14C106,10C108,21X175,2X388,13C103,8C170,20X201,9C122,16C170,7X192,19X185,1X769,22X229,5X221,17C92,11X142,18X115,3C126,15C122,END","3X289,22X146,12C18,21C74,9C126,19X154,5X100,18X150,6X236,18C66,8C20,14C143,12X147,20X228,9C93,13C162,10C125,15C108,8X173,16X184,3X325,20X600,7C100,13C160,4X186,21X82,1X93,19C79,5C92,14X99,2X140,17C60,10C131,22X179,4X144,16C108,11C154,17C143,2X211,15C108,END","14X473,17X348,21C137,20C128,22C113,21C125,15X194,14X120,17X421,21X165,16C128,20C130,13X171,13X135,21C65,16C14,19C81,17X168,22C154,13C136,22X183,19X146,13X158,15X288,15X819,17C31,14C35,16C53,18C185,20X246,22C6,18C230,19X205,14X281,18X122,19C175,15X169,18C129,20C158,16X178,END","6X599,14X854,10C127,19C134,9C146,21C158,12C140,22C143,3X163,17C132,7C153,15C45,8X251,20X204,1X255,18X159,4C164,13C23,2C13,16C11,END","2X588,18C123,5C169,20C165,8C162,13C27,3X165,15X356,6C12,16X164,12C109,15X298,1X211,22C29,11X226,14C24,4C138,18C131,11C176,17X207,5X218,19X146,8C5,16X169,9X174,20C7,10C159,22C4,6X201,21X244,12C27,21X30,4X147,14X146,9C120,13X181,2X161,17X157,7C85,19X159,END",,,,,,,,,,,,,,,Male,35,0,1.0,2,"60,000 - 69,999",healthcare,Liberal,Democratic,1.0,,2,,2,,55056345,61,R_2ZQUWmEYMDCmEFM,,0
61,11/17/22 12:29,11/17/22 12:32,0,100,148,1,11/17/22 12:32,R_2ypB95hjmseJD7T,anonymous,EN,0.0,0.0,12.315,0,1,2,1,"1,2",,,,,,,,"21X432,17X214,16X165,20X278,14X109,14C21,20X93,18C6,13X173,19X247,18C45,15X108,22C5,19C53,22C6,17X118,21X221,15X173,16X117,13C61,END","9C296,6X182,10X5,8C4,6C61,3X246,11X93,12C29,2X190,3X279,11C160,7C85,10X87,1X215,1C13,7C47,4X238,8C22,2X237,5X244,END","3X320,20X205,12X182,21C86,8C85,16C84,11C36,15X1343,2C20,17C85,6X100,18X245,10X140,13C61,4C13,14C29,9C21,19X206,5X101,22C77,END","5X320,22X188,3X237,20C28,5C37,21C4,8X132,19X204,7X93,14C85,7C52,18C125,6C84,22C36,11X172,15X188,10X117,19X253,6X29,16X116,9C148,13X124,1X252,17C160,11X109,14C69,2X221,13X284,2C11,15X45,4X228,16X37,10C93,18X160,12C61,21X278,12X211,20C92,1C27,17X44,END","18C127,20C68,16C189,19C101,20C124,22X123,22C131,13C123,14C4,22X292,21X141,15C156,14C28,21X13,16X259,15C4,20C19,21X187,20X110,14X296,19X165,15C164,19X477,17X237,15X123,21X124,17X197,18X107,16X204,17C35,22X189,17C148,13C59,19X181,16X269,18X108,18C139,13C58,13C13,14C11,END","6X320,18X187,10C44,22C35,5C116,15X172,3X116,13X61,11X148,19C12,12C59,16C60,8X171,21X131,1X180,14X53,7X92,17C3,2C11,20C12,END","2X257,21X108,1C235,17C11,8C59,20X427,6X226,16X35,1C20,14C36,10X133,13X116,4C3,18C116,3X155,20X19,8X107,22C76,3C68,22X203,12C91,19X147,7C155,15C3,9X52,13C28,12X76,19C116,5X243,21X171,7X106,18X99,11C107,14X99,4C28,15C28,5C90,17X43,11X132,16X195,END",,,,,,,,,,,,,,,Male,35,0,1.0,1,"100,000 - 149,999",HEALTHCARE,Not reported,Democratic,1.0,,2,,2,,57440750,62,R_2ypB95hjmseJD7T,,0
62,11/17/22 12:16,11/17/22 12:32,0,100,986,1,11/17/22 12:32,R_4PIL4P3JQVKI4HD,anonymous,EN,0.0,0.0,320.988,0,1,2,1,"1,2",,,,,,,,,"3X1337,10X141,4X76,9C115,8X188,9C226,3C8,1X182,7X637,10C39,4X209,2C20,11C213,12X347,2C199,5C169,5C174,6X177,7X141,12X310,END","11C614,15C219,9X229,17C15,1X55,22X63,4X293,19X274,2C48,16X146,8C10,20X236,5C47,14X167,7C39,13C60,6X321,18C80,10X141,21X333,END","12X608,16C62,4X261,18C64,6X53,21X230,7C154,22X42,3X52,19X96,8C88,17C66,11C46,16C1,6X31,18X109,5C4,20C39,9C44,19C30,11X284,13C75,5X70,15C60,2C27,13X64,8X265,14C46,1X55,20C5,3X206,17C167,10C197,21X19,10X219,14C16,4X54,22X97,9C95,15C78,END","21C459,19X143,16X176,19C64,21C140,14X200,15X194,17X194,17X164,22C112,13X227,20X227,15X257,13X207,13X221,17X199,19C201,18C185,21X205,18X241,18X231,17C193,14C231,15C13,20C183,14X216,22X195,22C185,21X182,18X142,19X199,14C56,13X225,20C53,16X202,15X2185,16C985,16C945,22C1353,20C1328,END","6X1862,17X133,8C172,16X204,4C1790,18C222,10C162,19C102,12X236,22C190,11X277,13X49,3X33,14X280,1X23,20C41,9C12,21C5,2X34,15X90,END","7C914,20X52,6X278,15X19,11C216,14X27,11C15,14X288,2X258,19X222,7C16,18X267,10C50,17X159,4X72,19C14,9C46,13X71,3X289,16C31,3C18,17X260,10C216,15C13,8C8,21C39,2C23,20X512,5X39,21X243,12C7,16X38,5C7,18X251,6X26,22C36,9X257,13X280,1X36,22C214,END",,,,,,,,,,,,,,,Male,30,0,1.0,4,"40,000 - 49,999",Software engineer,conservative,Democratic,1.0,None,2,None,2,None,81434988,63,R_4PIL4P3JQVKI4HD,,0
