StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Perception check ,Q83_First Click,Q83_Last Click,Q83_Page Submit,Q83_Click Count,GINI_0.2_1,GINI_0.2_2,GINI_0.2_3,GINI_0.3_1,GINI_0.3_2,GINI_0.3_3,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,GINI_0.4_1,GINI_0.4_2,GINI_0.4_3,GINI_0.5_1,GINI_0.5_2,GINI_0.5_3,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,GINI_0.6_1,GINI_0.6_2,GINI_0.6_3,GINI_0.7_1,GINI_0.7_2,GINI_0.7_3,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Perception check,Q71_First Click,Q71_Last Click,Q71_Page Submit,Q71_Click Count,GINI_0.2_1,GINI_0.2_2,GINI_0.2_3,GINI_0.3_1,GINI_0.3_2,GINI_0.3_3,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,GINI_0.4_1,GINI_0.4_2,GINI_0.4_3,GINI_0.5_1,GINI_0.5_2,GINI_0.5_3,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,GINI_0.6_1,GINI_0.6_2,GINI_0.6_3,GINI_0.7_1,GINI_0.7_2,GINI_0.7_3,Q56_First Click,Q56_Last Click,Q56_Page Submit,Q56_Click Count,ideology,education,income,religion,gender,age,hispanic,ethnicity,condition,opp,gc,term,rid,RISN,V,LS,cintid,ProjectToken,transaction_id,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,Q_TotalDuration
12/7/21 23:58,12/8/21 0:02,0,207.5.10.18,100,249,1,12/8/21 0:02,R_9Bv5kjLsWz3aCfT,,,,,32.48269653,-80.97840118,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,12.479,0,3,10,87,10,10,80,13.312,63.884,65.092,10,8,13,79,13,15,72,1.793,69.597,73.38,7,3,10,87,4,13,83,6.882,24.672,41.809,7,3,3,8,1,2,18,2,1,time,Qual6008-0510-GenPop,1,,,,,,15324e20-dd5a-5a18-0bbb-7919a74a5cca,,,,,,,,anonymous,249
12/8/21 0:06,12/8/21 0:12,0,97.114.13.53,100,353,1,12/8/21 0:12,R_re7VHNqqmh4nltL,,,,,34.94639587,-92.03220367,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,21.767,0,25,60,15,20,70,10,21.433,100.042,104.507,7,5,85,10,1,90,9,5.507,55.6,59.654,6,5,90,5,1,95,4,12.386,51.632,66.306,6,7,5,6,6,2,35,2,1,time,Qual6008-0510-GenPop,1,,,,,,4ee58c87-c7b2-35cb-dc1c-bbce700bdd71,,,,,,,,anonymous,353
12/8/21 0:05,12/8/21 0:14,0,73.67.184.108,100,561,1,12/8/21 0:14,R_VUYAbZbBTkH9oEV,,,,,45.39930725,-122.6078949,anonymous,EN,3,0,0,30.26,0,32,35,33,31,36,33,172.309,273.925,280.62,9,31,36,33,30,37,33,12.237,50.987,54.903,6,29,38,33,28,39,33,1.53,50.619,61.397,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,7,2,69,2,1,country,Qual6008-0510-GenPop,1,,61b0590a-e915-19a8-cd8c-65310ef102cf,,H,{Invalid Expression},,,,,,,,,anonymous,561
12/8/21 0:20,12/8/21 0:24,0,72.239.67.237,100,272,1,12/8/21 0:24,R_26ajWH9gMQu225B,,,,,28.55310059,-81.75969696,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,20.667,0,90,10,0,70,20,10,23.23,83.565,84.024,13,60,20,20,40,50,10,6.324,49.963,57.406,15,30,30,40,10,80,10,4.364,17.145,28.877,4,7,2,6,7,2,25,2,6,time,Qual6008-0510-GenPop,1,,61b05c87-ee5d-4e01-f677-a7c1ca5cf963,,H,{Invalid Expression},,,,,,,,,anonymous,272
12/8/21 0:29,12/8/21 0:35,0,24.145.31.59,100,370,1,12/8/21 0:35,R_2Vw5vuysZQ8gyqL,,,,,40.30529785,-78.95400238,anonymous,EN,3,0,0,22.45,0,20,80,0,30,70,0,32.884,121.116,129.248,6,40,60,0,50,50,0,14.898,51.301,59.514,4,60,40,0,70,30,0,9.367,30.959,39.038,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,9,1,55,2,1,country,Qual6008-0510-GenPop,1,,61b05ed8-354f-c519-d10f-49c161b898c3,,H,{Invalid Expression},,,,,,,,,anonymous,370
12/8/21 0:20,12/8/21 0:41,0,104.191.157.206,100,1295,1,12/8/21 0:41,R_3ISIeGoULg5b4U0,,,,,41.67179871,-86.21360016,anonymous,EN,3,0,0,714.21,0,10,70,20,7,70,23,135.103,252.692,266.873,7,7,75,18,7,80,13,14.342,121.079,127.354,6,5,80,15,5,80,15,8.082,52.806,57.095,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,64,2,1,country,Qual6008-0510-GenPop,1,,61b05cb0-09e2-bdfa-cd42-289a064fc2e3,,H,{Invalid Expression},,,,,,,,,anonymous,1295
12/8/21 1:08,12/8/21 1:20,0,174.72.168.236,100,685,1,12/8/21 1:20,R_2zUznhmLwYk2Hhb,,,,,36.1723938,-115.0677032,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,19.739,0,34,33,33,45,20,35,66.445,239.681,242.523,14,15,45,40,10,40,50,3.039,147.226,148.333,18,8,50,42,6,34,60,3.973,170.461,173.568,10,4,3,1,2,2,36,2,1,time,Qual6008-0510-GenPop,1,,,,,,89a6d776-3ec5-ea6f-9bed-e08da838d19c,,,,,,,,anonymous,685
12/8/21 1:28,12/8/21 1:32,0,70.167.111.242,100,229,1,12/8/21 1:32,R_10PjkviAMYQaP0A,,,,,33.50379944,-112.0252991,anonymous,EN,3,0,0,31.851,0,5,5,90,7.5,7.5,85,0.43,88.359,94.293,12,10,10,80,12.5,12.5,75,1.32,8.953,15.673,3,15,15,70,17.5,17.5,65,1.034,18.485,30.048,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,11,2,1,27,2,1,country,Qual6008-0510-GenPop,1,,,,,,26c9b1fe-c9df-4e6f-fb65-86e2bb231415,,,,,,,,anonymous,229
12/8/21 1:29,12/8/21 1:33,0,97.95.44.191,100,203,1,12/8/21 1:33,R_8cSALK9I4HLZmyR,,,,,43.46339417,-84.02799988,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.226,17.418,18.7,9,10,20,70,5,25,70,1.455,43.784,44.956,16,3,27,70,2,28,70,1.309,29.909,31.238,14,1,29,70,1,30,69,1.107,33.866,34.641,13,6,5,5,9,1,23,1,,time,Qual6008-0510-GenPop,1,,,,,,4b933c46-174c-e7fa-a1dd-0bb88598caac,,,,,,,,anonymous,203
12/8/21 1:30,12/8/21 1:33,0,209.94.140.103,100,228,1,12/8/21 1:33,R_1f3HE9fGpgFvH6d,,,,,42.34739685,-71.15820313,anonymous,EN,3,13.957,13.957,18.341,1,30,20,50,20,30,50,19.621,78.986,81.822,11,10,40,50,20,50,30,1.553,21.714,24.242,7,20,60,20,10,70,20,2.932,18.869,22.057,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,7,2,25,2,4,country,Qual6008-0510-GenPop,1,,,,,,b955811b-a4fa-333d-6780-b67e1b343bf1,,,,,,,,anonymous,228
12/8/21 1:36,12/8/21 1:42,0,98.192.36.33,100,352,1,12/8/21 1:42,R_4MctS1K8Lrd8pBD,,,,,33.85740662,-84.01300049,anonymous,EN,3,0,0,22.205,0,25,15,60,20,10,70,13.281,75.507,81.929,6,20,10,70,30,20,50,27.414,63.675,70.254,6,10,10,80,15,15,70,11.026,35.35,40.665,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,1,1,65,2,1,country,Qual6008-0510-GenPop,1,,,,,,0866af52-845a-e171-55c9-984d673314ac,,,,,,,,anonymous,352
12/8/21 1:51,12/8/21 1:55,0,68.203.206.48,100,248,1,12/8/21 1:55,R_3NIqBbE3y6Ox47l,,,,,29.50419617,-98.56970215,anonymous,EN,3,0,0,18.39,0,5,45,50,5,45,50,22.598,67.443,75.11,12,5,45,50,5,45,50,8.182,20.266,28.55,5,5,45,50,5,45,50,8.348,35.036,40.928,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,7,1,54,2,2,country,Qual6008-0510-GenPop,1,,,,,,2a9c2712-d260-1b5c-ac89-10b7f01c1aff,,,,,,,,anonymous,248
12/8/21 1:53,12/8/21 1:56,0,67.1.177.104,100,181,1,12/8/21 1:56,R_3ls270NKY4PTXKe,,,,,32.21299744,-110.8279037,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,11.143,0,1,50,49,2,49,49,8.647,47.762,48.824,3,4,48,48,5,48,47,3.705,24.769,29.454,6,6,47,47,7,46,47,1.596,13.768,18.459,6,1,3,6,9,1,28,2,1,time,Qual6008-0510-GenPop,1,,,,,,a5db6ffd-282a-6053-eb66-58f05f22b817,,,,,,,,anonymous,181
12/8/21 1:53,12/8/21 1:58,0,199.89.130.53,100,308,1,12/8/21 1:58,R_TneYRkPIgJz8JPj,,,,,38.86030579,-94.54810333,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,30.586,0,10,10,80,15,10,75,23.594,63.65,69.313,13,20,20,60,25,25,50,1.582,19.901,21.197,10,25,25,50,37,37,26,1.726,20.373,22.427,11,4,4,9,2,1,45,2,1,time,Qual6008-0510-GenPop,1,,,,,,0edbcc38-727f-db1d-eba3-fbf0ab6a7fd7,,,,,,,,anonymous,308
12/8/21 1:57,12/8/21 2:04,0,174.250.36.3,100,408,1,12/8/21 2:04,R_2CHRqrTUonmR9YT,,,,,37.75100708,-97.8219986,anonymous,EN,3,7.026,7.026,22.393,1,50,25,25,50,25,25,4.715,95.089,96.806,11,40,30,30,52,22,26,4.125,25.862,27.66,12,40,30,30,50,20,30,7.908,25.869,30.114,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,9,3,2,26,2,1,country,Qual6008-0510-GenPop,1,,,,,,17d46869-231d-dffc-e4f2-5fffb2adba83,,,,,,,,anonymous,408
12/8/21 2:06,12/8/21 2:13,0,209.185.41.60,100,456,1,12/8/21 2:13,R_A1BGMkv4WMb3UmB,,,,,40.84599304,-74.48739624,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12.215,12.215,14.324,1,20,20,60,30,30,40,2.232,149.722,150.979,31,20,40,40,20,50,30,3.926,36.621,44.932,8,20,40,40,20,60,20,12.2,122.085,125.18,17,7,6,11,2,2,40,2,1,time,Qual6008-0510-GenPop,1,,,,,,486dd9b3-8eec-c6b6-5c28-ee465df51f58,,,,,,,,anonymous,456
12/8/21 2:11,12/8/21 2:15,0,104.15.10.46,100,260,1,12/8/21 2:15,R_0GPMqsoktlAYw81,,,,,37.6257019,-97.31420135,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.471,10.471,11.783,1,1,60,39,1,60,39,25.306,98.172,99.851,10,1,60,39,1,60,39,5.292,29.548,30.675,7,1,60,39,1,60,39,4.754,24.866,25.992,7,7,4,1,1,1,68,2,1,time,Qual6008-0510-GenPop,1,,,,,,0e6fa07f-c020-1927-5ee4-9744e455caaf,,,,,,,,anonymous,260
12/8/21 2:09,12/8/21 2:16,0,104.137.102.171,100,430,1,12/8/21 2:16,R_1o1HmIDvXdeF9Ju,,,,,30.61560059,-87.32109833,anonymous,EN,3,16.942,16.942,18.51,1,40,30,30,30,40,30,29.406,132.452,134.289,16,30,30,40,30,30,40,29.685,64.224,68.772,8,30,30,40,30,30,40,6.686,38.456,42.889,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,1,1,70,2,1,country,Qual6008-0510-GenPop,1,,,,,,7085dd03-cd7b-0c88-b498-eaaef7291fee,,,,,,,,anonymous,430
12/8/21 2:10,12/8/21 2:18,0,76.191.79.211,100,460,1,12/8/21 2:18,R_6AyreTrnMRhx91D,,,,,45.66340637,-118.7790985,anonymous,EN,3,8.353,32.387,35.074,2,20,20,60,30,30,40,11.643,214.427,217.558,27,20,40,40,30,50,20,22.65,61.149,64.04,7,20,60,20,20,70,10,8.07,34.708,37.806,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,1,64,2,1,country,Qual6008-0510-GenPop,1,,,,,,88ef6646-513c-ce78-dedd-51c4caecbbac,,,,,,,,anonymous,460
12/8/21 2:06,12/8/21 2:21,0,73.211.46.19,100,886,1,12/8/21 2:21,R_2aejE9XUoNiIXVv,,,,,41.86399841,-88.06710052,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12.909,12.909,59.852,1,20,12,68,20,22,58,27.592,204.793,211.409,24,10,17,73,10,19,71,4.361,140.327,155.049,22,9,34,57,34,39,27,3.237,326.698,347.026,19,3,3,1,7,1,28,2,2,time,Qual6008-0510-GenPop,1,,,,,,a6474205-6f99-0861-769e-756c402f7cee,,,,,,,,anonymous,886
12/8/21 2:25,12/8/21 2:34,0,172.58.200.255,100,520,1,12/8/21 2:34,R_3MFLb69Vh9uLgeM,,,,,41.03849792,-81.563797,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,41.451,42.05,43.313,2,20,60,20,15,65,20,47.128,85.66,88.932,6,10,30,60,10,45,45,5.423,29.6,32.729,9,5,60,35,5,70,25,28.169,46.14,48.499,6,5,6,11,2,1,43,2,1,time,Qual6008-0510-GenPop,1,,,,,,a3905c92-72d5-1d5e-a709-6bbbfd6fe778,,,,,,,,anonymous,520
12/8/21 2:26,12/8/21 2:34,0,96.10.104.10,100,509,1,12/8/21 2:34,R_2TQWSeF0XhVkLyz,,,,,34.18469238,-79.770401,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8.425,8.425,16.033,1,33,34,33,33,33,34,13.789,138.716,143.244,19,35,32,33,32,36,32,3.692,23.532,30.433,6,33,34,33,33,34,33,2.542,30.889,34.151,8,4,7,11,2,1,60,2,1,time,Qual6008-0510-GenPop,1,,,,,,17dc1494-28bf-5330-eb0f-23f7f14bb17e,,,,,,,,anonymous,509
12/8/21 2:34,12/8/21 2:40,0,75.139.80.113,100,381,1,12/8/21 2:40,R_3kdHVUas2H1opmE,,,,,34.89390564,-81.83399963,anonymous,EN,3,0,0,16.264,0,10,20,70,10,24,66,18.461,101.98,108.738,9,11,28,61,12,30,58,3.801,72.961,82.334,10,12,33,55,13,40,47,3.311,62.439,71.075,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,1,1,61,2,1,country,Qual6008-0510-GenPop,1,,,,,,6f50dbf9-aba1-f5b5-6462-ec7bb3f33f13,,,,,,,,anonymous,381
12/8/21 2:36,12/8/21 2:47,0,24.190.92.103,100,646,1,12/8/21 2:47,R_ullBjm64VnQAcw1,,,,,41.33189392,-73.8321991,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.165,13.167,14.735,6,35,30,35,35,35,30,0.935,344.051,346.916,41,35,25,40,65,25,10,9.72,138.192,142.572,22,55,20,25,25,45,30,1.469,49.955,55.426,8,5,5,8,2,1,64,2,1,time,Qual6008-0510-GenPop,1,,,,,,90b605dc-dbff-1299-8247-329d59d45236,,,,,,,,anonymous,646
12/8/21 2:43,12/8/21 2:48,0,73.153.116.89,100,316,1,12/8/21 2:48,R_1gFUSNvUMu7LeRi,,,,,38.94880676,-104.7677002,anonymous,EN,3,16.83,19.312,21.547,4,33.3,33.3,33.4,33.3,33.3,33.4,50.472,114.829,117.064,18,33.3,22.2,45.5,50,20,30,10.063,58.303,61.226,17,60,20,20,80,10,10,22.749,46.124,47.692,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,7,2,21,2,1,country,Qual6008-0510-GenPop,1,,,,,,c400ba0d-f84c-6b60-3496-8d2bdd9d6fe7,,,,,,,,anonymous,316
12/8/21 2:46,12/8/21 2:51,0,96.32.233.184,100,279,1,12/8/21 2:51,R_UPFbMJOsHi2vJJL,,,,,36.50369263,-87.27290344,anonymous,EN,3,0,0,19.216,0,20,60,20,20,50,30,32.517,66.683,69.943,7,20,40,40,30,50,20,5.53,32.637,33.912,8,20,40,40,20,30,50,5.206,34.71,35.836,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,1,1,53,2,1,country,Qual6008-0510-GenPop,1,,,,,,86e0282d-f6a3-4e49-d5b6-1fcb103921dc,,,,,,,,anonymous,279
12/8/21 2:40,12/8/21 2:58,0,76.168.99.245,100,1053,1,12/8/21 2:58,R_1roI78B0qGHosei,,,,,34.07620239,-118.3029022,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.968,27.511,42.629,12,80,20,0,70,30,0,3.102,227.891,231.339,42,40,50,10,30,60,10,34.18,475.505,477.738,27,20,70,10,15,75,10,24.488,111.925,121.486,16,5,6,8,1,2,50,2,2,time,Qual6008-0510-GenPop,1,,,,,,153e9733-638e-6354-0aa8-a015fe868bd8,,,,,,,,anonymous,1053
12/8/21 2:59,12/8/21 3:04,0,76.218.64.136,100,263,1,12/8/21 3:04,R_yPdoHFRzUvwF5ct,,,,,37.64030457,-122.0666962,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,22.653,0,0,30,70,0,35,65,53.412,89.774,93.396,4,0,40,60,0,45,55,3.439,25.138,32.934,4,0,50,50,0,54,46,4.336,25.44,30.474,4,4,5,1,1,1,60,2,1,time,Qual6008-0510-GenPop,1,,,,,,4229ca6f-ccf2-efde-23f4-fd029f245a85,,,,,,,,anonymous,263
12/8/21 3:00,12/8/21 3:04,0,72.185.215.237,100,228,1,12/8/21 3:04,R_vNVbXhUNOxIBKOB,,,,,28.03030396,-82.78160095,anonymous,EN,3,0,0,16.613,0,20,20,60,30,30,40,34.417,49.436,50.801,6,40,40,20,20,20,60,7.739,32.387,34.95,6,20,40,40,60,20,20,5.644,30.676,31.833,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,12,9,1,72,2,1,country,Qual6008-0510-GenPop,1,,,,,,0fe4e74b-9317-ca9a-eed0-d0cfb25904a6,,,,,,,,anonymous,228
12/8/21 3:00,12/8/21 3:04,0,135.84.228.231,100,225,1,12/8/21 3:04,R_2SfcGm5IIrH79mY,,,,,35.60960388,-88.81430054,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.781,10.419,11.133,5,40,30,30,40,50,10,3.78,67.123,67.894,17,60,15,25,50,40,10,4.828,28.2,35.399,6,20,60,20,15,15,70,7.063,25.39,28.648,8,3,3,2,1,1,56,2,1,time,Qual6008-0510-GenPop,1,,,,,,dddf176f-002a-2460-d5f4-20f446e7d698,,,,,,,,anonymous,225
12/8/21 3:05,12/8/21 3:09,0,174.251.65.227,100,226,1,12/8/21 3:09,R_1j8Sax1b5LJL0Hx,,,,,40.72790527,-73.99659729,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.813,10.059,12.078,3,6,44,50,6,44,50,5.829,73.11,74.674,18,7,43,50,7,43,50,4.066,28.416,32.332,15,8,42,50,8,42,50,6.353,29.549,32.539,14,4,3,11,2,1,70,2,1,time,Qual6008-0510-GenPop,1,,,,,,d73a2e22-4651-214e-30b9-1911297cd0cf,,,,,,,,anonymous,226
12/8/21 3:02,12/8/21 3:09,0,174.54.215.82,100,405,1,12/8/21 3:09,R_4T1KMfaMAZqaxlD,,,,,40.00900269,-76.36309814,anonymous,EN,3,0,0,28.748,0,20,80,0,30,70,0,103.365,185.386,189.501,7,40,60,0,50,50,0,12.691,51.989,55.6,6,60,40,0,70,30,0,3.222,32.009,38.983,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,2,1,69,2,1,country,Qual6008-0510-GenPop,1,,,,,,e737d16d-c646-ee72-3df6-e61c8cbb5081,,,,,,,,anonymous,405
12/8/21 3:10,12/8/21 3:15,0,68.203.21.222,100,295,1,12/8/21 3:15,R_1pof4RiXQVexwsH,,,,,30.42399597,-97.79319763,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,11.345,0,80,20,0,70,30,0,9.417,89.001,92.092,7,60,40,0,50,50,0,5.279,16.37,20.326,4,40,60,0,30,70,0,1.301,18.89,21.698,4,3,3,4,7,1,32,1,,time,Qual6008-0510-GenPop,1,,,,,,f60b0e79-f5cd-f1db-01e2-39201ef16493,,,,,,,,anonymous,295
12/8/21 3:11,12/8/21 3:16,0,173.171.152.224,100,288,1,12/8/21 3:16,R_3oF7HP33Dqgw9XA,,,,,28.47970581,-82.55619812,anonymous,EN,3,0,0,27.238,0,40,60,0,60,30,10,76.079,92.405,101.585,3,30,30,40,25,25,50,5.997,19.937,23.343,5,10,30,60,20,10,70,2.126,22.86,27.012,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,1,2,50,2,1,country,Qual6008-0510-GenPop,1,,,,,,59f3b4b3-0d7e-734e-f928-83d8d44a9c59,,,,,,,,anonymous,288
12/8/21 3:14,12/8/21 3:19,0,71.214.147.162,100,301,1,12/8/21 3:19,R_ZKy5qzt6UPXuCqJ,,,,,28.55310059,-81.75969696,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24.098,68.716,69.987,12,20,0,80,30,0,70,5.764,105.995,108.88,20,40,0,60,100,0,0,7.387,22.905,26.8,7,60,0,40,70,0,30,7.824,18.731,21.024,6,2,6,6,2,1,62,2,1,time,Qual6008-0510-GenPop,1,,,,,,4a4bdc9b-6044-7a25-4100-eb60821f776d,,,,,,,,anonymous,301
12/8/21 3:17,12/8/21 3:26,0,73.55.2.53,100,535,1,12/8/21 3:26,R_245xluH4Y9tLMIQ,,,,,27.07380676,-82.17620087,anonymous,EN,3,0,0,25.204,0,10,50,40,15,55,30,28.824,199.735,211.709,10,5,55,40,4,70,26,8.828,67.883,72.006,6,3,75,22,2,76,22,20.631,79.185,96.202,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,1,1,69,2,1,country,Qual6008-0510-GenPop,1,,,,,,f59361cc-d6c1-4e60-9857-56b8cbe10221,,,,,,,,anonymous,535
12/8/21 3:41,12/8/21 3:45,0,24.255.162.151,100,221,1,12/8/21 3:45,R_3HHshd8ymX5XOLq,,,,,39.01679993,-95.69439697,anonymous,EN,3,11.907,11.907,19.297,1,10,80,10,5,85,10,4.716,43.435,45.729,8,5,80,15,10,80,10,8.133,29.845,32.354,6,3,90,7,10,80,10,3.354,27.843,30.072,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,2,1,64,2,1,country,Qual6008-0510-GenPop,1,,,,,,fe287950-c480-a103-21cb-4e03016456ba,,,,,,,,anonymous,221
12/8/21 3:41,12/8/21 3:46,0,73.174.245.155,100,299,1,12/8/21 3:46,R_DV4PKGPeqBrm7Lj,,,,,40.22569275,-78.83100128,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7.426,17.505,21.04,2,5,10,85,5,15,80,1.664,89.797,90.982,17,5,20,75,5,25,70,3.314,47.953,49.361,12,5,30,65,5,35,60,6.831,63.512,64.326,18,5,5,4,2,1,68,2,1,time,Qual6008-0510-GenPop,1,,,,,,e64077db-e7a2-bf22-4940-406be389f52e,,,,,,,,anonymous,299
12/8/21 3:42,12/8/21 3:48,0,76.110.217.143,100,320,1,12/8/21 3:48,R_12Mt9MQnSWz0kpz,,,,,26.93499756,-80.11779785,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.653,92.459,93.832,3,10,30,60,15,20,65,0.866,57.058,60.874,14,20,20,60,25,25,50,1.287,26.614,27.586,10,30,30,40,35,35,30,42.29,70.121,74.371,12,2,5,8,7,1,63,2,1,time,Qual6008-0510-GenPop,1,,,,,,7a350e93-2f33-94cb-3c08-391e9095f562,,,,,,,,anonymous,320
12/8/21 3:49,12/8/21 3:57,0,192.63.189.0,100,449,1,12/8/21 3:57,R_svC7RUjjJrmfyvv,,,,,29.72290039,-98.07420349,anonymous,EN,3,0,0,24.601,0,0,0,100,20,10,70,31.192,110.006,113.989,6,75,20,5,80,10,10,10.029,71.609,75.933,6,10,50,40,30,40,30,10.389,91.613,96.328,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,2,2,33,2,1,country,Qual6008-0510-GenPop,1,,,,,,28acfc33-5cfd-1c9c-a2a8-cb87d3e6d6d9,,,,,,,,anonymous,449
12/8/21 3:52,12/8/21 4:05,0,205.56.181.195,100,788,1,12/8/21 4:05,R_2rTwlgHmSm8nDy0,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,16.207,0,20,70,10,15,80,5,90.5,186.544,189.997,8,40,50,10,45,55,0,9.051,77.315,94.008,6,40,40,20,30,50,20,3.502,163.468,174.977,8,4,2,3,7,2,21,2,1,time,Qual6008-0510-GenPop,1,,,,,,381e3bf6-dc81-ce6a-106d-0c35d487711c,,,,,,,,anonymous,788
12/8/21 4:14,12/8/21 4:20,0,107.218.87.97,100,327,1,12/8/21 4:20,R_3HodN6MrcFguvZX,,,,,41.92370605,-87.81400299,anonymous,EN,3,4.928,15.519,16.826,2,1,25,74,1,25,74,6.24,94.629,101.319,9,1,74,25,1,74,25,8.867,43.595,48.057,7,2,73,25,2,73,25,5.97,36.266,39.31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,8,2,1,57,2,1,country,Qual6008-0510-GenPop,1,,,,,,78b13a60-0cab-abbf-befb-0d9a53c11c95,,,,,,,,anonymous,327
12/8/21 4:32,12/8/21 4:49,0,76.177.232.237,100,1005,1,12/8/21 4:49,R_6yULCtpSBEk7i3D,,,,,41.47219849,-81.74500275,anonymous,EN,3,0.075,0.075,423.773,1,0,0,100,0,0,100,77.615,202.069,206.992,5,60,10,30,80,10,10,32.64,143.823,148.896,21,50,30,20,70,20,10,16.127,107.149,112.781,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,7,1,73,2,2,country,Qual6008-0510-GenPop,1,,,,,,ad7e4a18-0f21-e69c-7283-7d55ab8d86f5,,,,,,,,anonymous,1005
